Epizoda;Prizor;Lokacija;Okoliš?ine;Opis;Liki;Statisti;Igralci;Število strani scenarija
63;63-01;Lj/Pasaža/Lokal;DAN-INT.; SAŠKA PROSI LARO ZA POMO?. NUJNO POTREBUJE VARSTVO ZA TONIJA  SAJ IMA V MESNICI RAZGOVORE ZA POMO?NIKA. ;2 Lara,5 Saška,1000 Vozi?ek,287 MESARJI 5x 24.3. in 25.3.,290 STATISTI LOKAL A 4x 25.3.;MESARJI 5x 24.3. in 25.3.,STATISTI LOKAL A 4x 25.3.;Gaja Fila?,Mila Peršin;1
63;63-02;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.; SANJA JE PRIŠLA DO JULIJE PO DOKAZE O BB-JEVIH MORILSKIH AKTIVNOSTIH. JULIJE NI DOMA.;1 Mark,258 Sanja;;Matej Zemlji?,Nina Rakovec;1 3/8
63;63-03;Lj/Bistro Lotus;DAN-INT.; JULIJA SOO?I ROMANA Z DOKAZI  DA JE NEKDO SPREMINJAL POGODBE ŽE PO NJENEM PODPISU. ;10 Julija,251 Roman,270 poslovnež 2x (našpi?ita ušesa),299 STATISTI LOTUS B 6x 9.4.;poslovnež 2x (našpi?ita ušesa),STATISTI LOTUS B 6x 9.4.;Sabina Kogovšek,Uroš Smolej;1 1/8
63;63-04;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.; MERI NI VŠE? NININO SODELOVANJE Z DINOM. FRENK JO OPOZORI NE NJENO OBLJUBO  DA SE NE BO VE? VTIKALA V DINA IN SAŠKO. ;7 Frenk,18 Nina,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Melani Mekicar,Vesna Pernar?i?;2 1/4
63;63-05;Lj/Pasaža/Lokal;DAN-INT.; LARI USPE UMIRITI JOKAJO?EGA TONIJA.;2 Lara,5 Saška,1000 Vozi?ek,287 MESARJI 5x 24.3. in 25.3.,290 STATISTI LOKAL A 4x 25.3.;MESARJI 5x 24.3. in 25.3.,STATISTI LOKAL A 4x 25.3.;Gaja Fila?,Mila Peršin;1 7/8
63;63-06;Lj/Bistro Lotus/Šank;DAN-INT.;ROMAN OBLJUBI JULIJI  DA BO TAKOJ RAZISKAL  KDO JE SPREMINJAL SPORNE POGODBE.;10 Julija,251 Roman,299 STATISTI LOTUS B 6x 9.4.;STATISTI LOTUS B 6x 9.4.;Sabina Kogovšek,Uroš Smolej;1 1/4
63;63-07;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;MARK POSKUŠA POMAGATI SANJI. POISKAL BO DOKUMENTE  KI JIH TAKO NUJNO POTREBUJE  SANJA PA DOBI GROZILNI SMS.;1 Mark,258 Sanja;;Matej Zemlji?,Nina Rakovec;1 5/8
63;63-08;Lj/Kova?eva Mesnica;DAN-INT.; SAŠKA SE PRIPRAVLJA  DA BO OBZIRNO ODSLOVILA KANDIDATA ZA SLUŽBO V MESNICI  KO JO POKLI?E MERI.  ;5 Saška,387 Bine,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Jakob Šfiligoj;1 1/2
63;63-09;Lj/Bistro Lotus/Šank;DAN-INT.;ROMAN SE POSMEHUJE JULIJI - VSI DOKAZI KAŽEJO  DA JE SAMA SPREMINJALA SPORNE POGODBE.;10 Julija,251 Roman,299 STATISTI LOTUS B 6x 9.4.;STATISTI LOTUS B 6x 9.4.;Sabina Kogovšek,Uroš Smolej;1 3/8
63;63-10;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.; SANJA  ZASKRBLJENA ZA ERIKO  PRIHITI DOMOV. TAM JO PRI?AKA RENATO  KI IMA ZANJO BB-JEVO SPORO?ILO. ;258 Sanja,9 Renato;;Nina Rakovec,Primož Vrhovec;1 1/4
63;63-11;Lj/Kova?eva Mesnica;DAN-INT.;PARALELNA SCENA MERI NI  ZADOVOLJNA S SAŠKINIM ODZIVOM NA NOVICO  DA NINA POMAGA DINU. SAŠKA PA V MESNICI ZAPOSLI NOVEGA POMO?NIKA.;5 Saška,6PS Meri PS,387 Bine,287 MESARJI 5x 24.3. in 25.3.;MESARJI 5x 24.3. in 25.3.;Mila Peršin,Vesna Pernar?i?,Jakob Šfiligoj;3
63;63-12;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.; MERI NI ZADOVOLJNA S SAŠKINIM ODZIVOM NA NOVICO  DA NINA POMAGA DINU. SAŠKA PA V MESNICI ZAPOSLI NOVEGA POMO?NIKA. ;6 Meri,5PS Saška PS,206 KEMP STANDARD (7);KEMP STANDARD (7);Vesna Pernar?i?,Mila Peršin;3 1/4
63;63-13;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; MARK OBLJUBI JULIJI  DA BO POSKUŠAL PREGOVORITI DAVIDA  DA VENDARLE POMAGA DOKAZATI JULIJINO NEDOLŽNOST. ;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;3 1/4
63;63-14;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.; RENATO ZAGROZI SANJI - ?E NE BO UBOGALA  BO ERIKA UMRLA. ;258 Sanja,9 Renato;;Nina Rakovec,Primož Vrhovec;1 1/8
63;63-15;Lj/Nadino stanovanje/Jedilnica;DAN-INT.;MARK PROSI DAVIDA ZA POMO? JULIJI. DAVID GA ZAVRNE.;1 Mark,11 David,13 Nada;;Matej Zemlji?,Blaž Vali?,Aleksandra Balmazovi?;3 5/8
63;63-16;Kemp/Pot ?ez Kemp;DAN-EXT.; MERI ZAHTEVA  DA HRVOJE USTAVI LICITACIJO. HRVOJE IZVE  DA JE NA DRAŽBI TUDI ON. ;14 Hrvoje,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Vesna Pernar?i?;1 3/8
63;63-17;Lj/Pasaža/Pred Mesnico/Lokal;DAN-INT.;SAŠKA BO ZAVIHALA ROKAVE IN TUDI SAMA POMAGALA DINU ZBRATI DENAR ZA NOVO OPREMO.;2 Lara,5 Saška,1000 Vozi?ek,286 STATISTI LOKAL B 4x 24.3.;STATISTI LOKAL B 4x 24.3.;Gaja Fila?,Mila Peršin;2 1/4
63;63-18;Lj/Nadino stanovanje/Jedilnica;DAN-INT.; NADA SPODBUDI DAVIDA  DA BO VENDARLE POMAGAL JULIJI DOKAZATI NEDOLŽNOST V AFERI S PREPRODAJO ZDRAVIL ZA ODPIS. ;11 David,13 Nada;;Blaž Vali?,Aleksandra Balmazovi?;1 3/4
63;63-19;Kemp/Bar Na Plaži;DAN-EXT.; DINO IN NINA SE PRIPRAVLJATA NA DRAŽBO  KO PRIDE JEZNI HRVOJE. HRVOJE NE BO SODELOVAL NA DRAŽBI!;14 Hrvoje,18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Melani Mekicar,Matino Antunovi?;3
63;63-20;Lj/Nadino Stanovanje/Vhodna Veža;DAN-INT.;NADA DOBI PRIPORO?ENO POŠTO OD SLOVENSKE KROVNE ZVEZE ZA PSIHOTERAPIJO.;13 Nada,389 Poštar;;Aleksandra Balmazovi?,Dušan Gornik; 1/2
63;63-21;Lj/Bb-Jeva Pisarna;DAN-INT.; SANJA PROSI BB-JA  NAJ PUSTI NJENO MAMO. BB POTREBUJE OD SANJE USLUGO. ;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;2 1/4
63;63-22;Lj/Pasaža/Lokal;DAN-INT.; LARA OB TONIJU KAR ŽARI OD MILINE. MARKU POGLED NANJO SPODNESE TLA POD NOGAMI. ;2 Lara,1 Mark,1000 Vozi?ek,285 STATISTI PASAŽA A 4x 24.3.;STATISTI PASAŽA A 4x 24.3.;Gaja Fila?,Matej Zemlji?;1 3/4
63;63-23;Lj/Nadino stanovanje/Ordinacija;DAN-INT.;DAVID SE ODPRAVLJA POMAGAT JULIJI  NADA PA ŠOKIRANA UGOTOVI  DA JE NEKDO PODAL PRIJAVO PROTI NJEJ.;11 David,13 Nada;;Blaž Vali?,Aleksandra Balmazovi?;1 1/8
63;63-24;Lj/Bb-Jeva Pisarna;DAN-INT.; BB IZSILJUJE SANJO - NAJ MU PRINESE DOKAZE  KI SO JIH ZBRALI PROTI NJEMU  SICER BO ERIKA UMRLA.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;1
63;63-25;Lj/Dolen?evo Stanovanje/Kabinet;DAN-INT.;RENATO PRIPRAVLJA INJEKCIJO ZA ERIKO.;252 Erika,9 Renato;;Bernarda Oman,Primož Vrhovec; 1/2
64;64-01;Lj/Nadino stanovanje/Ordinacija;DAN-INT.; NADA DAVIDU ZAMOL?I  DA JE PREJELA PRIJAVO.;11 David,13 Nada;;Blaž Vali?,Aleksandra Balmazovi?;1 1/8
64;64-02;Lj/Pasaža/Lokal;DAN-INT.;LARA ŽE ZBERE POGUM  DA MARKA PROSI ZA LEONOVO PRED?ASNO ODPOVED  A JI SITUACIJA SPET PREKRIŽA NA?RTE.;2 Lara,1 Mark,1000 Vozi?ek,390 Stranka lokala 5,285 STATISTI PASAŽA A 4x 24.3.,288 Stranka lokala 6 1x 24.3.;STATISTI PASAŽA A 4x 24.3.,Stranka lokala 6 1x 24.3.;Gaja Fila?,Matej Zemlji?,Janja Turk;1 5/8
64;64-03;Kemp/Bar Na Plaži;DAN-EXT.; DINO PREPRI?A HRVOJA  DA BO TUDI ON SODELOVAL NA DRAŽBI.;14 Hrvoje,18 Nina,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Melani Mekicar,Matino Antunovi?;1 7/8
64;64-04;Lj/Julijino Stanovanje/Predsoba;DAN-INT.; DAVID JULIJI VENDARLE PONUDI POMO? PRI DOKAZOVANJU NEDOLŽNOSTI.;10 Julija,11 David;;Sabina Kogovšek,Blaž Vali?;1 3/8
64;64-05;Lj/Pasaža/Lokal;DAN-INT.; MARK PONUDI LARI POMO? - BO ON PREVZEL VARSTVO TONIJA.;2 Lara,1 Mark,1000 Vozi?ek,390 Stranka lokala 5,392 Stranka lokala 7- Pero,285 STATISTI PASAŽA A 4x 24.3.,288 Stranka lokala 6 1x 24.3.;STATISTI PASAŽA A 4x 24.3.,Stranka lokala 6 1x 24.3.;Gaja Fila?,Matej Zemlji?,Janja Turk,Rene Borštnar;1 7/8
64;64-06;Kemp/Pred recepcijo;DAN-EXT.; FRENK IZVE  DA BO HRVOJE SODELOVAL NA DRAŽBI.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinovi?,Gaber Trseglav;1 3/8
64;64-07;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; SLED DENARJA  KI SE OD FARMAKOTRADEA STEKA NA KANARCE  VODI DO ZASEBNEGA REZIDEN?NEGA NASLOVA!;10 Julija,11 David;;Sabina Kogovšek,Blaž Vali?;1 7/8
64;64-08;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.; FRENK BI SE UDELEŽIL DRAŽBE  MERI PA PROTESTNO OSTANE DOMA.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernar?i?;2
64;64-09;Kemp/Bar Na Plaži;DAN-EXT.;"NA DRAŽBI SE PREDSTAVIJO TRIJE ""ARTIKLI"" DINO  NINA IN HRVOJE.";14 Hrvoje,7 Frenk,18 Nina,4 Dino,378 Te?ajnik 1,379 Te?ajnik 2,273 6-8 kempistov;6-8 kempistov;Alen Šalinovi?,Gaber Trseglav,Melani Mekicar,Matino Antunovi?;1 1/4
64;64-10;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; BREDA SANCHEZ  UPOKOJENKA  KI PREJEMA DENAR S FARMAKOTRADE-A  JE ... ROMANOVA MAMA!;10 Julija,11 David;;Sabina Kogovšek,Blaž Vali?;1 3/8
64;64-11;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;" MERI POHITI NA DRAŽBO  DA ""ZAVARUJE"" DINA.";6 Meri,206 KEMP STANDARD (7),393 Bejba 1,394 Bejba 2;KEMP STANDARD (7);Vesna Pernar?i?;1
64;64-12;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; SANJA DOSEŽE  DA OSTANE SAMA Z EDIJEM V JULIJINEM STANOVANJU.;10 Julija,11 David,258 Sanja;;Sabina Kogovšek,Blaž Vali?,Nina Rakovec;3 5/8
64;64-13;Lj/Pasaža/Lokal;DAN-INT.;LARA Z OB?UDOVANJEM OPAZUJE MARKOVO POTRPEŽLJIVOST IN LJUBEZNIVOST DO TONIJA.;2 Lara,1 Mark,1000 Vozi?ek,390 Stranka lokala 5,392 Stranka lokala 7- Pero,285 STATISTI PASAŽA A 4x 24.3.,288 Stranka lokala 6 1x 24.3.;STATISTI PASAŽA A 4x 24.3.,Stranka lokala 6 1x 24.3.;Gaja Fila?,Matej Zemlji?,Janja Turk,Rene Borštnar; 3/4
64;64-14;Kemp/Bar Na Plaži;DAN-EXT.;FRENK JE ŽE KUPIL HRVOJA. MERI PA SKUŠA PREPRE?ITI PRODAJO DINA POSTAVNI MLADENKI.;14 Hrvoje,7 Frenk,18 Nina,4 Dino,6 Meri,378 Te?ajnik 1,379 Te?ajnik 2,273 6-8 kempistov,393 Bejba 1,394 Bejba 2;6-8 kempistov;Alen Šalinovi?,Gaber Trseglav,Melani Mekicar,Matino Antunovi?,Vesna Pernar?i?;3 3/8
64;64-15;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;JULIJA SOO?I FARMAKOTRADE Z NOVO INFORMACIJO - POVEZANI STE Z ROMANOM IN NJEGOVIMI UMAZANIMI POSLI!;10 Julija,346 Direktor Farmakotradea,20OFF Petra off;;Sabina Kogovšek,Rok Kunaver,Maja Zupan;1 5/8
64;64-16;Lj/Julijino Stanovanje/Dnevna Soba;DAN-INT.;SANJA SE SOO?A Z DILEMO - REŠITI MAMO ALI USTAVITI BB-JA?;3 Edvard,258 Sanja;;Aleš Vali?,Nina Rakovec;1 1/8
64;64-17;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; DAVID SE VRNE K NADI - PRI?AKA PA GA PRISR?NO SPORO?ILCE.;12 Jana,11 David;;Tanja Poto?nik,Blaž Vali?;1 3/8
64;64-18;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.; DIREKTOR FARMAKOTRADE-A JE ZA?UDEN - ROMAN JE IZIGRAL TUDI NJIH. JULIJI BODO PRISKRBELI POTREBNE DOKAZE.;10 Julija,346 Direktor Farmakotradea;;Sabina Kogovšek,Rok Kunaver;1 1/2
64;64-19;Lj/Pasaža/Lokal;DAN-INT.; LARA IN MARK UGOTOVITA  DA JE TONIJA POTREBNO PREVITI.;2 Lara,1 Mark,1000 Vozi?ek,286 STATISTI LOKAL B 4x 24.3.;STATISTI LOKAL B 4x 24.3.;Gaja Fila?,Matej Zemlji?;1 1/2
64;64-20;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.; MERI NE GRE S FRENKOM NA VE?ERJO  KER JO SKRBI  DA BO DINO NEZVEST.;7 Frenk,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Vesna Pernar?i?;1 3/4
64;64-21;Lj/Julijino Stanovanje/Kabinet;DAN-INT.;SANJA NIMA IZBIRE - LOTI SE ISKANJA DOKUMENTOV.;258 Sanja;;Nina Rakovec; 1/2
64;64-22;Lj/Pasaža/Lokal;DAN-INT.; LARA NE MORE UMAKNITI O?I Z MARKA - O?ITNO JE TUDI ONA ŠE VEDNO ZALJUBLJENA VANJ.;2 Lara,1 Mark,5 Saška,1000 Vozi?ek,286 STATISTI LOKAL B 4x 24.3.;STATISTI LOKAL B 4x 24.3.;Gaja Fila?,Matej Zemlji?,Mila Peršin;2 3/4
64;64-23;Kemp/Betonska Plaža;NO?-EXT.;MERI NADZORUJE DINA IN BEJBO MED PRIPRAVAMI NA POTOP.;4 Dino,6 Meri,393 Bejba 1;;Matino Antunovi?,Vesna Pernar?i?;1 3/4
64;64-24;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;NO?-INT.; JULIJA SE ŽE DOGOVARJA S TOŽILCEM  KO NJENE NA?RTE PREKRIŽA ROMAN.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;1 1/8
64;64-25;Kemp/Potapljaški Klub;NO?-EXT.;MERI NI SKRBELO ZAMAN - DINO DOBI OD MLADENKE NESPODOBNO POVABILO.;4 Dino,393 Bejba 1;;Matino Antunovi?;2 1/8
64;64-26;Lj/Julijino Stanovanje/Kabinet;NO?-INT.; SANJA KON?NO NAJDE DOKAZNO GRADIVO ZA BB-JA  KO JO PRESENETI NEPRI?AKOVAN OBISKOVALEC.;258 Sanja;;Nina Rakovec; 1/2
65;65-01;Kemp/Potapljaški Klub;NO?-EXT.;"DINO JE V DILEMI  ALI NAJ SPREJME NESPODOBNO POVABILO. MERI ""REŠI"" DINA IZ ROK ZAPELJIVKE. ";4 Dino,6 Meri,393 Bejba 1;;Matino Antunovi?,Vesna Pernar?i?;2
65;65-02;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;NO?-INT.;ROMAN SOO?I JULIJO Z DOKAZI O EDVARDOVIH NELEGALNIH POSLIH S FARMAKOTRADEOM.;10 Julija,251 Roman;;Sabina Kogovšek,Uroš Smolej;2 3/8
65;65-03;Lj/Julijino Stanovanje/Predsoba;NO?-INT.;MARK ZALOTI SANJO V JULIJINEM KABINETU. SANJA SE IZGOVORI  DA JE ISKALA STRANIŠ?E.;1 Mark,258 Sanja;;Matej Zemlji?,Nina Rakovec;1 1/4
65;65-04;Lj/Pasaža/Lokal;NO?-INT.;LEON JE SLABE VOLJE  KER LARA ŠE VEDNO NI PROSILA MARKA  NAJ GA SPUSTI S KLINIKE.;2 Lara,257 Dr. Mirt,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Gaja Fila?,Žiga Udir;2
65;65-05;Kemp/Kova?eva Parcela/Pred Prikolico;NO?-EXT.;"DINO IZ?RPAN ODIDE SPAT. MERI JE POMIRJENA  KER IMA ""ZETA"" POD NADZOROM.";7 Frenk,4 Dino,6 Meri;;Gaber Trseglav,Matino Antunovi?,Vesna Pernar?i?;2 3/8
65;65-06;Lj/Steinerjeva Klinika/Shramba;NO?-INT.;JULIJA SE DOKON?NO PREPRI?A O ROMANOVIH TRDITVAH  KO NA KLINIKI ODKRIJE SUMLJIVE PAKETE ZDRAVIL.;10 Julija;;Sabina Kogovšek; 5/8
65;65-07;Lj/Bistro Lotus;NO?-INT.;LARA JE POD PRITISKOM - LEON JE ŽE POTRDIL PRIHOD NA KLINIKO V BRISBANEU. LARA MORA ?IMPREJ PREPRI?ATI MARKA  DA GA SPUSTI.;2 Lara,257 Dr. Mirt,278 Natakar - nato?i penino;Natakar - nato?i penino;Gaja Fila?,Žiga Udir;2
65;65-08;Lj/Julijino Stanovanje/Dnevna Soba;NO?-INT;MARK SKLENE  DA SE BO ODSLEJ IZOGIBAL LARI  SAJ MU VSAKO DRUŽENJE Z NJO ODPRE NOVE SR?NE RANE.;1 Mark,3 Edvard;;Matej Zemlji?,Aleš Vali?; 7/8
65;65-09;Kemp/Ex Renatova Parcela/Prikolica;NO?-INT./EXT;NINA ZBUDI DINA IN GA POVABI  DA SKUPAJ NAZDRAVITA USPEŠNEMU VE?ERU.;18 Nina,4 Dino;;Melani Mekicar,Matino Antunovi?; 7/8
65;65-10;Kemp/Naravna plaža;NO?-EXT.;DINO JE HVALEŽEN NINI ZA POMO?. SPRVA PRIJATELJSKI POLJUB ZBUDI STARE STRASTI. DINO IN NINA SE PREPUSTITA POŽELENJU. ;18 Nina,4 Dino;;Melani Mekicar,Matino Antunovi?;2 3/4
65;65-11;Lj/Julijino Stanovanje/Kuhinja;DAN-INT.;JULIJA NIMA ?ASA DOKAZOVATI EDVARDOVE NEDOLŽNOSTI  MORA PREDATI TOŽILCU DOKAZE PROTI BB-JU ŠE DANES. ;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;2 3/8
65;65-12;Lj/Kozmeti?ni Salon;DAN-INT.;SAŠKA ŽE NAVSEZGODAJ ZA?ENJA Z DELOM V SALONU  DA BO ZASLUŽILA DENAR ZA SVOJEGA MOŠKEGA.;5 Saška,395 Stranka kozmeti?nega salona 6,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Mila Peršin,Ursula Vratuša Globo?nik;1 1/4
65;65-13;Kemp/Parcela Med Borovci/Ninin Šotor;DAN-INT./EXT.;DINO SE ZBUDI V POSTELJI Z NINO.;18 Nina,4 Dino;;Melani Mekicar,Matino Antunovi?; 1/4
65;65-14;Lj/Vila/Vhodna Veža s Stopniš?em;DAN-INT.;LARA JE PRIŠLA DO MARKA  DA BI GA PROSILA  NAJ SPUSTI LEONA S KLINIKE.;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;2 3/8
65;65-15;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MARK JE NEPRESPAN IN IZ?RPAN OD SKRBI ZA DEDA IN ZA KLINIKO. LARA NIMA SRCA  DA BI GA DODATNO OBREMENILA.;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;1 3/8
65;65-16;Lj/Nadino Stanovanje/Kuhinja;DAN-INT.;NADA JE ZASKRBLJENA ZARADI JULIJINE PRIJAVE  A NE ŽELI OBREMENJEVATI JANE S SVOJIMI PROBLEMI.;12 Jana,13 Nada;;Tanja Poto?nik,Aleksandra Balmazovi?;2
65;65-17;Lj/Pasaža/Lokal;DAN-INT.;SAŠKA BI NADALJEVALA Z DELOM V SALONU  A DINO NO?E V LJUBLJANO. LARA JI PREDLAGA  DA Z DINOM POIŠ?ETA KOMPROMIS.;2 Lara,5 Saška,1000 Vozi?ek,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Gaja Fila?,Mila Peršin;2 1/2
65;65-18;Kemp/Kova?eva Parcela/Pred Prikolico;DAN-EXT.;MERI SE MEH?A. RAZMIŠLJA  DA BI TUDI ONA NAJELA POMO? V SALONU  DA BODO LAHKO VSI SKUPAJ UŽIVALI POLETJE V KEMPU.;7 Frenk,4 Dino,6 Meri;;Gaber Trseglav,Matino Antunovi?,Vesna Pernar?i?;2
65;65-19;Kemp/Bar Na Plaži;DAN-EXT.;DINO IN NINA SKLENETA  DA BOSTA POZABILA NA NO?NI SPODRSLJAJ  SAJ NE ŽELITA PRIZADETI SAŠKE.;18 Nina,4 Dino;;Melani Mekicar,Matino Antunovi?;1 1/2
65;65-20;Lj/Pasaža/Lokal;DAN-INT.;SAŠKA ODHAJA V KEMP Z DENARJEM ZA DINA. JO ZANIMA  ALI JE LARA RES PREPRI?ANA  DA SI ŽELI Z LEONOM V AVSTRALIJO.;2 Lara,5 Saška,1000 Vozi?ek,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Gaja Fila?,Mila Peršin;2 3/8
65;65-21;Lj/Nadino stanovanje/Ordinacija;DAN-INT.;NADA NE ŽELI OBREMENJEVATI DAVIDA Z JULIJINO PRITOŽBO. SAMA BO POSKUŠALA PREGOVORITI JULIJO  NAJ UMAKNE PRITOŽBO.;12 Jana,13 Nada;;Tanja Poto?nik,Aleksandra Balmazovi?;2 1/4
65;65-22;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;JULIJA SKLENE  DA BO PREVZELA ODGOVORNOST ZA EDVARDOVE POSLE S FT.;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;1 1/4
65;65-23;Lj/Pasaža/Lokal;DAN-INT.;LEON O?ITA LARI  DA BOJKOTIRA NJUN ODHOD V AVSTRALIJO  KER O?ITNO TUDI ONA ŠE VEDNO NEKAJ ?UTI DO MARKA.;2 Lara,257 Dr. Mirt,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Gaja Fila?,Žiga Udir;1 1/2
65;65-24;Kemp/Bar Na Plaži;DAN-EXT.;DINO NE MORE IZ SVOJE KOŽE. Z NINO SPET FLIRTATA  KO PRIDE SAŠKA.;18 Nina,4 Dino,5 Saška;;Melani Mekicar,Matino Antunovi?,Mila Peršin;1
65;65-25;Lj/Julijino Stanovanje/Kabinet;DAN-INT.; JULIJA SE PRIPRAVLJA NA SESTANEK S TOŽILCEM  A UGOTOVI  DA SO IZGINILI VSI DOKAZI  KI SO JIH ZBRALI PROTI BB-JU. ;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;1
65;65-26;Lj/Bb-Jeva Pisarna;DAN-INT.;BB JE ZADOVOLJEN  KER SO OBREMENILNI DOKAZI KON?NO V NJEGOVIH ROKAH. RENATA PA ZANIMA  KAJ NAJ Z ERIKO.;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec; 5/8
66;66-01;Lj/Julijino Stanovanje/Kabinet;DAN-INT.; MARK POSUMI  DA JE SANJA EDINA  KI BI LAHKO IZMAKNILA DOKAZNO GRADIVO PROTI BB-JU.;1 Mark,10 Julija;;Matej Zemlji?,Sabina Kogovšek;1 1/4
66;66-02;Lj/Pasaža/Lokal;DAN-INT.; LARA OBLJUBI LEONU  DA SE BO TOKRAT ZARES ŠLA POGOVORIT Z MARKOM IN PROSIT  DA SPUSTI LEONA PRED?ASNO S KLINIKE.;2 Lara,257 Dr. Mirt,293 STATISTI LOKAL A 4x 3.4.;STATISTI LOKAL A 4x 3.4.;Gaja Fila?,Žiga Udir;2 3/8
66;66-03;Kemp/Bar Na Plaži;DAN-EXT.; SAŠKA PREKINE DINOVO FLIRTANJE Z NINO - NEKAJ MU JE PRINESLA.;18 Nina,4 Dino,5 Saška;;Melani Mekicar,Matino Antunovi?,Mila Peršin;1 3/4
66;66-04;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA OBTOŽI SANJO  DA JE ONA VZELA DOKUMENTE.;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec;1
66;66-05;Lj/Bb-Jeva Pisarna;DAN-INT.; RENATO SI JE PRISLUŽIL SVOBODO. KAJ BO PA Z ERIKO?;19 Bb,9 Renato;;Valter Dragan,Primož Vrhovec;1 1/8
66;66-06;Lj/Julijino Stanovanje/Predsoba;DAN-INT.; LARA OBIŠ?E MARKA - NUJNO SE MORATA POGOVORITI.;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;1 3/8
66;66-07;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.; SANJA SE ZLOMI IN PRIZNA  DA JE RES ONA UKRADLA DOKAZE PROTI BB-JU.;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec;2
66;66-08;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.; LARA PROSI MARKA  DA LEONA PRED?ASNO SPUSTI S KLINIKE. ;2 Lara,1 Mark;;Gaja Fila?,Matej Zemlji?;2 5/8
66;66-09;Kemp/Bar Na Plaži;DAN-EXT.; DINO SE RAZVESELI SAŠKINEGA DARILA - PRINESLA JE ZASLUŽEK IZ SALONA IN MESNICE  DA BO LAHKO REŠIL SVOJ POTAPLJAŠKI KLUB.;18 Nina,4 Dino,5 Saška,273 6-8 kempistov;6-8 kempistov;Melani Mekicar,Matino Antunovi?,Mila Peršin;1 5/8
66;66-10;Lj/Dolen?evo Stanovanje/Dnevna Soba;DAN-INT.;JULIJA IN SANJA PONOVNO ZDRUŽITA MO?I PROTI BB-JU - POKLICALI BOSTA POLICIJO.;10 Julija,258 Sanja;;Sabina Kogovšek,Nina Rakovec;2 5/8
