42-16;Lj/Kozmetični Salon;DAN-INT.;7 Frenk,6 Meri,237 stranka salon 1x  25.2.;Gaber Trseglav,Vesna Pernarčič;stranka salon 1x  25.2.
42-17;Lj/Pasaža;DAN-INT.;7 Frenk,6 Meri,233 LOKAL C 2x 25.2.,234 PASAŽA D 1x 25.2.,237 stranka salon 1x  25.2.;Gaber Trseglav,Vesna Pernarčič;LOKAL C 2x 25.2.,PASAŽA D 1x 25.2.,stranka salon 1x  25.2.
42-18;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,358 Referent;Valter Dragan,Srečko Kermavner;ni STATISTOV
42-19;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;ni STATISTOV
42-20;Lj/Pasaža/Lokal;DAN-INT.;6 Meri,23 Borut,207 NI STATISTOV;Vesna Pernarčič,Miha Rodman;NI STATISTOV
42-21;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,358 Referent;Valter Dragan,Srečko Kermavner;ni STATISTOV
42-22;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,16 Ela,11 David,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek,Mei Rabič,Blaž Valič;KEMP STANDARD (7)
42-23;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;12 Jana,13 Nada,213 KEMP MANJ (3);Tanja Potočnik,Aleksandra Balmazović;KEMP MANJ (3)
42-24;Lj/Nadino Stanovanje/Dnevni Del;NOČ-INT.;2 Lara,257 Dr. Mirt;Gaja Filač,Žiga Udir;ni STATISTOV
42-25;Kemp/Pred recepcijo;NOČ-EXT.;10 Julija,11 David,207 NI STATISTOV;Sabina Kogovšek,Blaž Valič;NI STATISTOV
43-01;Lj/Nadino Stanovanje/Dnevni Del;NOČ-INT.;2 Lara,257 Dr. Mirt;Gaja Filač,Žiga Udir;ni STATISTOV
43-02;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,11 David,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek,Blaž Valič;KEMP STANDARD (7)
43-03;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.;2 Lara,257 Dr. Mirt;Gaja Filač,Žiga Udir;ni STATISTOV
43-04;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;12 Jana,13 Nada,206 KEMP STANDARD (7);Tanja Potočnik,Aleksandra Balmazović;KEMP STANDARD (7)
43-05;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;1 Mark,257 Dr. Mirt;Matej Zemljič,Žiga Udir;ni STATISTOV
43-06;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,11 David,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek,Blaž Valič;KEMP STANDARD (7)
43-07;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;1 Mark;Matej Zemljič;ni STATISTOV
43-08;Lj/Bistro Lotus;DAN-INT.;7 Frenk,9 Renato,209 STATISTI LOTUS A 6x 9.4.,367 Natakar;Gaber Trseglav,Primož Vrhovec,Dario Nožić Serini Dacho;STATISTI LOTUS A 6x 9.4.
43-09;Lj/Pasaža;DAN-INT.;6 Meri,23 Borut,17 Kevin,232 PASAŽA B 3x 25.2.;Vesna Pernarčič,Miha Rodman,Patrik Novak;PASAŽA B 3x 25.2.
43-10;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;1 Mark,10OFF Julija Off;Matej Zemljič,Sabina Kogovšek;ni STATISTOV
43-11;Kemp/Sanitarije/Pred Sanitarijami;DAN-EXT.;11 David,13 Nada,213 KEMP MANJ (3);Blaž Valič,Aleksandra Balmazović;KEMP MANJ (3)
43-12;Lj/Bistro Lotus/Separe;DAN-INT.;19 Bb,7 Frenk,9 Renato,209 STATISTI LOTUS A 6x 9.4.,367 Natakar;Valter Dragan,Gaber Trseglav,Primož Vrhovec,Dario Nožić Serini Dacho;STATISTI LOTUS A 6x 9.4.
43-13;Lj/Pasaža/Pred mesnico;DAN-INT.;6 Meri,207 NI STATISTOV;Vesna Pernarčič;NI STATISTOV
43-14;Lj/Bistro Lotus/Separe;DAN-INT.;19 Bb,7 Frenk,9 Renato,209 STATISTI LOTUS A 6x 9.4.,367 Natakar;Valter Dragan,Gaber Trseglav,Primož Vrhovec,Dario Nožić Serini Dacho;STATISTI LOTUS A 6x 9.4.
43-15;Kemp/Pot Mimo Sanitarij;DAN-EXT.;11 David,13 Nada,213 KEMP MANJ (3);Blaž Valič,Aleksandra Balmazović;KEMP MANJ (3)
43-16;Lj/Pasaža/Lokal;DAN-INT.;18 Nina,253 Žan,249 STATIST B1,250 STATIST B2;Melani Mekicar,Domen Novak;STATIST B1,STATIST B2
43-17;Kemp/Bar Na Plaži;DAN-EXT.;11 David,13 Nada,206 KEMP STANDARD (7);Blaž Valič,Aleksandra Balmazović;KEMP STANDARD (7)
43-18;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;1 Mark,3 Edvard,10 Julija,206 KEMP STANDARD (7);Matej Zemljič,Aleš Valič,Sabina Kogovšek;KEMP STANDARD (7)
43-19;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,249 STATIST B1,250 STATIST B2;Gaja Filač,Melani Mekicar;STATIST B1,STATIST B2
43-20;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;1 Mark,3 Edvard,10 Julija,206 KEMP STANDARD (7);Matej Zemljič,Aleš Valič,Sabina Kogovšek;KEMP STANDARD (7)
43-21;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,207 NI STATISTOV;Gaja Filač,Melani Mekicar;NI STATISTOV
43-22;Kemp/Restavracija;DAN-INT.;14 Hrvoje,12 Jana;Alen Šalinović,Tanja Potočnik;ni STATISTOV
43-23;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;1 Mark,3 Edvard,10 Julija,206 KEMP STANDARD (7);Matej Zemljič,Aleš Valič,Sabina Kogovšek;KEMP STANDARD (7)
43-24;Lj/Kozmetični Salon;DAN-INT.;6 Meri,363 Odvetnica od Meri;Vesna Pernarčič,Nives Mikulin;ni STATISTOV
43-25;Kemp/Bar Na Plaži;DAN-EXT.;10 Julija,11 David,13 Nada,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović;KEMP STANDARD (7)
43-26;Lj/Pasaža/Lokal;DAN-INT.;2 Lara,18 Nina,249 STATIST B1,250 STATIST B2;Gaja Filač,Melani Mekicar;STATIST B1,STATIST B2
44-01;Kemp/Bar Na Plaži;DAN-EXT.;10 Julija,11 David,13 Nada,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović;KEMP STANDARD (7)
44-02;Lj/Pasaža/Lokal;DAN-INT.;1 Mark,18 Nina,207 NI STATISTOV;Matej Zemljič,Melani Mekicar;NI STATISTOV
44-03;Lj/Kozmetični Salon;DAN-INT.;6 Meri,363 Odvetnica od Meri;Vesna Pernarčič,Nives Mikulin;ni STATISTOV
44-04;Kemp/Bar Na Plaži;DAN-EXT.;11 David,4 Dino,13 Nada,206 KEMP STANDARD (7);Blaž Valič,Matino Antunović,Aleksandra Balmazović;KEMP STANDARD (7)
44-05;Lj/Pasaža/Lokal;DAN-INT.;1 Mark,18 Nina,207 NI STATISTOV;Matej Zemljič,Melani Mekicar;NI STATISTOV
44-06;Lj/Kozmetični Salon;DAN-INT.;6 Meri,364 Stranka kozmetičnega salona 4;Vesna Pernarčič,Mojca Tavčar;ni STATISTOV
44-07;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;5 Saška,13 Nada,206 KEMP STANDARD (7);Mila Peršin,Aleksandra Balmazović;KEMP STANDARD (7)
44-08;Kemp/Naravna plaža;DAN-EXT.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;KEMP STANDARD (7)
44-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;1 Mark,257 Dr. Mirt;Matej Zemljič,Žiga Udir;ni STATISTOV
44-10;Lj/Pasaža/Lokal;DAN-INT.;18 Nina,6 Meri,247 STATIST A1,248 STATIST A2,249 STATIST B1,250 STATIST B2;Melani Mekicar,Vesna Pernarčič;STATIST A1,STATIST A2,STATIST B1,STATIST B2
44-11;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;10 Julija,11 David,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič;KEMP STANDARD (7)
44-12;Lj/Pečnikova Pisarna;DAN-INT.;15 Pečnik,10OFF Julija Off;Matija Rupel,Sabina Kogovšek;ni STATISTOV
44-13;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,39 Tajnica,258 Sanja;Valter Dragan,Vesna Ponorac,Nina Rakovec;ni STATISTOV
44-14;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.;2 Lara,257 Dr. Mirt;Gaja Filač,Žiga Udir;ni STATISTOV
44-15;Lj/Pasaža/Lokal;DAN-INT.;18 Nina,6 Meri,247 STATIST A1,248 STATIST A2,249 STATIST B1,250 STATIST B2;Melani Mekicar,Vesna Pernarčič;STATIST A1,STATIST A2,STATIST B1,STATIST B2
44-16;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;252 Erika,258 Sanja;Bernarda Oman,Nina Rakovec;ni STATISTOV
44-17;Kemp/Naravna plaža;DAN-EXT.;14 Hrvoje,12 Jana,13 Nada,206 KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Aleksandra Balmazović;KEMP STANDARD (7)
44-18;Kemp/Bar Na Plaži;DAN-INT.;4 Dino,5 Saška,206 KEMP STANDARD (7);Matino Antunović,Mila Peršin;KEMP STANDARD (7)
44-19;Lj/Kozmetični Salon;DAN-INT.;18 Nina,6 Meri;Melani Mekicar,Vesna Pernarčič;ni STATISTOV
44-20;Kemp/Pred recepcijo;DAN-EXT.;2 Lara,14 Hrvoje,257 Dr. Mirt,213 KEMP MANJ (3);Gaja Filač,Alen Šalinović,Žiga Udir;KEMP MANJ (3)
44-21;Kemp/Naravna plaža;DAN-EXT.;12 Jana,13 Nada,213 KEMP MANJ (3);Tanja Potočnik,Aleksandra Balmazović;KEMP MANJ (3)
44-22;Kemp/Plaža Pod Barom;DAN-EXT.;3 Edvard,10 Julija,16 Ela,11 David,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek,Mei Rabič,Blaž Valič;KEMP STANDARD (7)
44-23;Kemp/Pred recepcijo;DAN-EXT.;2 Lara,14 Hrvoje,257 Dr. Mirt,213 KEMP MANJ (3);Gaja Filač,Alen Šalinović,Žiga Udir;KEMP MANJ (3)
44-24;Kemp/Naravna plaža;DAN-EXT.;2 Lara,14 Hrvoje,12 Jana,13 Nada,213 KEMP MANJ (3);Gaja Filač,Alen Šalinović,Tanja Potočnik,Aleksandra Balmazović;KEMP MANJ (3)
44-25;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;KEMP STANDARD (7)
45-01;Kemp/Naravna plaža;DAN-EXT.;2 Lara,14 Hrvoje,12 Jana,13 Nada,213 KEMP MANJ (3);Gaja Filač,Alen Šalinović,Tanja Potočnik,Aleksandra Balmazović;KEMP MANJ (3)
45-02;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;KEMP STANDARD (7)
45-03;Kemp/Recepcija;DAN-INT.;7 Frenk,4 Dino;Gaber Trseglav,Matino Antunović;ni STATISTOV
45-04;Kemp/Bar Na Plaži;DAN-EXT.;13 Nada,257 Dr. Mirt,206 KEMP STANDARD (7);Aleksandra Balmazović,Žiga Udir;KEMP STANDARD (7)
45-05;Kemp/Naravna plaža;DAN-EXT.;2 Lara,12 Jana,213 KEMP MANJ (3);Gaja Filač,Tanja Potočnik;KEMP MANJ (3)
45-06;Kemp/Recepcija;DAN-INT.;4 Dino,6 Meri;Matino Antunović,Vesna Pernarčič;ni STATISTOV
45-07;Kemp/Plaža Pod Barom;DAN-EXT.;10 Julija,11 David,13 Nada,257 Dr. Mirt,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović,Žiga Udir;KEMP STANDARD (7)
45-08;Kemp/Sanitarije/Za Sanitarijami;DAN-EXT.;7 Frenk,6 Meri,9 Renato,213 KEMP MANJ (3);Gaber Trseglav,Vesna Pernarčič,Primož Vrhovec;KEMP MANJ (3)
45-09;Kemp/Pred recepcijo;DAN-EXT.;7 Frenk,6 Meri,9 Renato,206 KEMP STANDARD (7);Gaber Trseglav,Vesna Pernarčič,Primož Vrhovec;KEMP STANDARD (7)
45-10;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;KEMP STANDARD (7)
45-11;Kemp/Naravna plaža;DAN-EXT.;2 Lara,12 Jana,206 KEMP STANDARD (7);Gaja Filač,Tanja Potočnik;KEMP STANDARD (7)
45-12;Kemp/Sanitarije/Za Sanitarijami;DAN-EXT.;7 Frenk,6 Meri,213 KEMP MANJ (3);Gaber Trseglav,Vesna Pernarčič;KEMP MANJ (3)
45-13;Kemp/Za Recepcijo;DAN-EXT.;7 Frenk,6 Meri,9 Renato,213 KEMP MANJ (3);Gaber Trseglav,Vesna Pernarčič,Primož Vrhovec;KEMP MANJ (3)
45-14;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);Aleš Valič,Nina Rakovec;KEMP STANDARD (7)
45-15;Kemp/Plaža Pod Barom;DAN-EXT.;10 Julija,11 David,13 Nada,257 Dr. Mirt,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović,Žiga Udir;KEMP STANDARD (7)
45-16;Kemp/Za Recepcijo;DAN-EXT.;15 Pečnik,7 Frenk,6 Meri,9 Renato,213 KEMP MANJ (3);Matija Rupel,Gaber Trseglav,Vesna Pernarčič,Primož Vrhovec;KEMP MANJ (3)
45-17;Kemp/Pred recepcijo;DAN-EXT.;15 Pečnik,213 KEMP MANJ (3);Matija Rupel;KEMP MANJ (3)
45-18;Kemp/Plaža Pod Barom;DAN-EXT.;10 Julija,11 David,13 Nada,257 Dr. Mirt,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović,Žiga Udir;KEMP STANDARD (7)
45-19;Kemp/Bar Na Plaži;DAN-EXT.;11 David,13 Nada,257 Dr. Mirt,206 KEMP STANDARD (7);Blaž Valič,Aleksandra Balmazović,Žiga Udir;KEMP STANDARD (7)
45-20;Kemp/Za Recepcijo;DAN-EXT.;7 Frenk,6 Meri,9 Renato,213 KEMP MANJ (3);Gaber Trseglav,Vesna Pernarčič,Primož Vrhovec;KEMP MANJ (3)
45-21;Kemp/Pot Čez Kemp/Nad Plažo;DAN-EXT.;15 Pečnik,7OFF Frenk Off,9 Renato,206 KEMP STANDARD (7);Matija Rupel,Gaber Trseglav,Primož Vrhovec;KEMP STANDARD (7)
45-22;Kemp/Pot Skozi Kemp/Proti Janini Parceli;DAN-EXT.;2 Lara,12 Jana,257 Dr. Mirt,206 KEMP STANDARD (7);Gaja Filač,Tanja Potočnik,Žiga Udir;KEMP STANDARD (7)
45-23;Kemp/Za Recepcijo;DAN-EXT.;7 Frenk,4 Dino,6 Meri,213 KEMP MANJ (3);Gaber Trseglav,Matino Antunović,Vesna Pernarčič;KEMP MANJ (3)
45-24;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;KEMP STANDARD (7)
45-25;Kemp/Restavracija;DAN-INT.;14 Hrvoje,4 Dino;Alen Šalinović,Matino Antunović;ni STATISTOV
45-26;Kemp/Plaža Pod Kempom;DAN-EXT.;15 Pečnik,9 Renato,206 KEMP STANDARD (7);Matija Rupel,Primož Vrhovec;KEMP STANDARD (7)
46-01;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;KEMP STANDARD (7)
46-02;Kemp/Plaža Pod Kempom;DAN-EXT.;15 Pečnik,9 Renato,206 KEMP STANDARD (7);Matija Rupel,Primož Vrhovec;KEMP STANDARD (7)
46-03;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;2 Lara,12 Jana,257 Dr. Mirt,206 KEMP STANDARD (7);Gaja Filač,Tanja Potočnik,Žiga Udir;KEMP STANDARD (7)
46-04;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia,257OFF Dr. Mirt Off;Matej Zemljič,Zala Djurić,Žiga Udir;ni STATISTOV
46-05;Kemp/Restavracija;DAN-INT.;10 Julija,207 NI STATISTOV;Sabina Kogovšek;NI STATISTOV
46-06;Kemp/Plaža Pod Kempom;DAN-EXT.;14 Hrvoje,15 Pečnik,4 Dino,9 Renato,206 KEMP STANDARD (7);Alen Šalinović,Matija Rupel,Matino Antunović,Primož Vrhovec;KEMP STANDARD (7)
46-07;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;2 Lara,12 Jana,257 Dr. Mirt,206 KEMP STANDARD (7);Gaja Filač,Tanja Potočnik,Žiga Udir;KEMP STANDARD (7)
46-08;Kemp/Bar Na Plaži;DAN-EXT.;14 Hrvoje,11 David,4 Dino,13 Nada,9 Renato,206 KEMP STANDARD (7);Alen Šalinović,Blaž Valič,Matino Antunović,Aleksandra Balmazović,Primož Vrhovec;KEMP STANDARD (7)
46-09;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,11 David,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek,Blaž Valič;KEMP STANDARD (7)
46-10;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;2 Lara,16 Ela,13 Nada,257 Dr. Mirt,206 KEMP STANDARD (7);Gaja Filač,Mei Rabič,Aleksandra Balmazović,Žiga Udir;KEMP STANDARD (7)
46-11;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;ni STATISTOV
46-12;Kemp/Plaža Pod Kempom;DAN-EXT.;3 Edvard,10 Julija,15 Pečnik,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek,Matija Rupel;KEMP STANDARD (7)
46-13;Kemp/Pot Skozi Kemp/Pri Grmovju;DAN-EXT.;5 Saška,206 KEMP STANDARD (7),365 Starejša Pavšalistka,1000 Voziček;Mila Peršin;KEMP STANDARD (7)
46-14;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;ni STATISTOV
46-15;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;3 Edvard,10 Julija,15 Pečnik,206 KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek,Matija Rupel;KEMP STANDARD (7)
46-16;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,9OFF Renato Off;Valter Dragan,Primož Vrhovec;ni STATISTOV
46-17;Kemp/Plaža Pod Kempom;DAN-EXT.;10 Julija,11 David,213 KEMP MANJ (3);Sabina Kogovšek,Blaž Valič;KEMP MANJ (3)
46-18;Lj/Pasaža/Lokal;DAN-INT.;1 Mark,18 Nina,252 STATIST C1,253 STATIST C2;Matej Zemljič,Melani Mekicar;STATIST C1,STATIST C2
46-19;Kemp/Recepcija;DAN-INT.;4 Dino,5 Saška,6 Meri,213 KEMP MANJ (3),1000 Voziček;Matino Antunović,Mila Peršin,Vesna Pernarčič;KEMP MANJ (3)
46-20;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;3 Edvard,15 Pečnik,258 Sanja;Aleš Valič,Matija Rupel,Nina Rakovec;ni STATISTOV
46-21;Lj/Pasaža/Lokal;DAN-INT.;1 Mark,18 Nina,252 STATIST C1,253 STATIST C2;Matej Zemljič,Melani Mekicar;STATIST C1,STATIST C2
46-22;Kemp/Recepcija;DAN-INT.;4 Dino,5 Saška,6 Meri,213 KEMP MANJ (3),1000 Voziček;Matino Antunović,Mila Peršin,Vesna Pernarčič;KEMP MANJ (3)
46-23;Kemp/Pot Skozi Kemp/Pri Grmovju;DAN-EXT.;10 Julija,11 David,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič;KEMP STANDARD (7)
46-24;Lj/Dolenčevo Stanovanje/Jedilnica;NOČ-INT.;3 Edvard,258 Sanja;Aleš Valič,Nina Rakovec;ni STATISTOV
46-25;Lj/Markova Garsonjera/Dnevni Del;NOČ-INT.;1 Mark;Matej Zemljič;ni STATISTOV
46-26;Kemp/Larin Šotor;NOČ-INT./EXT;2 Lara,257 Dr. Mirt,207 NI STATISTOV;Gaja Filač,Žiga Udir;NI STATISTOV
46-27;Kemp/Travnik Nad Kempom;NOČ-EXT.;9 Renato;Primož Vrhovec;ni STATISTOV
47-01;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;15 Pečnik,258 Sanja;Matija Rupel,Nina Rakovec;ni STATISTOV
47-02;Kemp/Larin Šotor;DAN-INT./EXT.;2 Lara,16OFF Ela Off,257 Dr. Mirt,207 NI STATISTOV;Gaja Filač,Mei Rabič,Žiga Udir;NI STATISTOV
47-03;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;ni STATISTOV
47-04;Lj/Bb-Jeva Pisarna;DAN-INT.;3 Edvard,19 Bb,258 Sanja;Aleš Valič,Valter Dragan,Nina Rakovec;ni STATISTOV
47-05;Kemp/Larin Šotor;DAN-INT./EXT.;2 Lara,16OFF Ela Off,257 Dr. Mirt,206 KEMP STANDARD (7);Gaja Filač,Mei Rabič,Žiga Udir;KEMP STANDARD (7)
47-06;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;ni STATISTOV
47-07;Kemp/Sanitarije/Pred Sanitarijami;DAN-EXT.;11 David,13 Nada,206 KEMP STANDARD (7);Blaž Valič,Aleksandra Balmazović;KEMP STANDARD (7)
47-08;Lj/Bb-Jeva Pisarna;DAN-INT.;3 Edvard,19 Bb,258 Sanja;Aleš Valič,Valter Dragan,Nina Rakovec;ni STATISTOV
47-09;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.;10 Julija,11 David,13 Nada,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič,Aleksandra Balmazović;KEMP STANDARD (7)
47-10;Kemp/Restavracija;DAN-INT.;14 Hrvoje,12 Jana;Alen Šalinović,Tanja Potočnik;ni STATISTOV
47-11;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;ni STATISTOV
47-12;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,258 Sanja;Valter Dragan,Nina Rakovec;ni STATISTOV
47-13;Kemp/Divja plaža;DAN-EXT.;14 Hrvoje,12 Jana,213 KEMP MANJ (3);Alen Šalinović,Tanja Potočnik;KEMP MANJ (3)
47-14;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.;1 Mark,3 Edvard;Matej Zemljič,Aleš Valič;ni STATISTOV
47-15;Kemp/Pot Skozi Kemp/Plaža Pod Kempom;DAN-EXT.;10 Julija,11 David,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič;KEMP STANDARD (7)
47-16;Kemp/Pot Skozi Kemp/Pri Grmovju;DAN-EXT.;2 Lara,16 Ela,206 KEMP STANDARD (7);Gaja Filač,Mei Rabič;KEMP STANDARD (7)
47-17;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;5 Saška,6 Meri,206 KEMP STANDARD (7);Mila Peršin,Vesna Pernarčič;KEMP STANDARD (7)
47-18;Kemp/Divja plaža;DAN-EXT.;14 Hrvoje,12 Jana,213 KEMP MANJ (3);Alen Šalinović,Tanja Potočnik;KEMP MANJ (3)
47-19;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,9 Renato;Valter Dragan,Primož Vrhovec;ni STATISTOV
47-20;Kemp/Divja plaža;DAN-EXT.;14 Hrvoje,12 Jana,213 KEMP MANJ (3);Alen Šalinović,Tanja Potočnik;KEMP MANJ (3)
47-21;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT;5 Saška,6 Meri,206 KEMP STANDARD (7);Mila Peršin,Vesna Pernarčič;KEMP STANDARD (7)
47-22;Lj/Bb-Jeva Pisarna;DAN-INT.;1 Mark,19 Bb;Matej Zemljič,Valter Dragan;ni STATISTOV
47-23;Kemp/Pot Skozi Kemp/Plaža Pod Kempom;DAN-EXT.;10 Julija,11 David,206 KEMP STANDARD (7);Sabina Kogovšek,Blaž Valič;KEMP STANDARD (7)
47-24;Kemp/Pot Skozi Kemp/Pri Grmovju;DAN-EXT.;2 Lara,16 Ela,206 KEMP STANDARD (7);Gaja Filač,Mei Rabič;KEMP STANDARD (7)
48-01;Kemp/Pot Skozi Kemp/Pri Grmovju;DAN-EXT.;2 Lara,16 Ela,11 David,206 KEMP STANDARD (7);Gaja Filač,Mei Rabič,Blaž Valič;KEMP STANDARD (7)
48-02;Lj/Bb-Jeva Pisarna;DAN-INT.;1 Mark,19 Bb;Matej Zemljič,Valter Dragan;ni STATISTOV
48-03;Kemp/Divja plaža;DAN-EXT.;14 Hrvoje,12 Jana,213 KEMP MANJ (3);Alen Šalinović,Tanja Potočnik;KEMP MANJ (3)
48-04;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,4 Dino,5 Saška,6 Meri,206 KEMP STANDARD (7),1000 Voziček;Gaber Trseglav,Matino Antunović,Mila Peršin,Vesna Pernarčič;KEMP STANDARD (7)
48-05;Lj/Bb-Jeva Pisarna;DAN-INT.;1 Mark,19 Bb,258 Sanja;Matej Zemljič,Valter Dragan,Nina Rakovec;ni STATISTOV
48-06;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;10 Julija,16 Ela,11 David,206 KEMP STANDARD (7);Sabina Kogovšek,Mei Rabič,Blaž Valič;KEMP STANDARD (7)
48-07;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;7 Frenk,4 Dino,5 Saška,6 Meri,206 KEMP STANDARD (7),1000 Voziček;Gaber Trseglav,Matino Antunović,Mila Peršin,Vesna Pernarčič;KEMP STANDARD (7)
48-08;Lj/Bb-Jeva Pisarna;DAN-INT.;19 Bb,258 Sanja;Valter Dragan,Nina Rakovec;ni STATISTOV
48-09;Kemp/Divja plaža;DAN-EXT.;14 Hrvoje,9 Renato,206 KEMP STANDARD (7);Alen Šalinović,Primož Vrhovec;KEMP STANDARD (7)
48-10;Kemp/Restavracija;DAN-INT.;7 Frenk,4 Dino,5 Saška,6 Meri,1000 Voziček;Gaber Trseglav,Matino Antunović,Mila Peršin,Vesna Pernarčič;ni STATISTOV
48-11;Lj/Steinerjeva Klinika/Pisarna/Ordinacija;DAN-INT.;1 Mark,21 Mia;Matej Zemljič,Zala Djurić;ni STATISTOV
48-12;Kemp/Plaža Pod Barom;DAN-EXT.;2 Lara,16 Ela,11 David,13 Nada,257 Dr. Mirt,206 KEMP STANDARD (7);Gaja Filač,Mei Rabič,Blaž Valič,Aleksandra Balmazović,Žiga Udir;KEMP STANDARD (7)
