Epizoda;Prizor;Lokacija;Okoliščine;Opis;Liki;Statisti;Igralci;Število strani scenarija
20;20-13;Kemp/Recepcija;DAN-INT.;HRVOJE JIH NAPNE DINU ZARADI POTEGAVŠČINE Z RIBAMI. HRVOJEV ALIBI JANO LAHKO SPRAVI V TEŽAVE. DINO ZBADA HRVOJA Z JANO.;14 Hrvoje,4 Dino,6 Meri,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Matino Antunović,Vesna Pernarčič;1 1/8
20;20-14;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;SAŠKA IMA SLABO VEST  KER STA SE MERI IN FRENK SPRLA ZARADI NJE. FRENKA PA SKRB MERI  KAM GRE NJUN ODNOS Z MERI.;7 Frenk,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;2 1/8
20;20-15;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;MARK BI SE POGOVORIL Z EDIJEM. EDI ŽELI BITI SAM S SVOJO STEKLENICO VISKIJA.;1 Mark,3 Edvard;;Matej Zemljič,Aleš Valič;1 3/8
20;20-16;Lj/Dolenčevo Stanovanje/Predsoba;DAN-INT.;BB LAŽE SANJI  DA JE EDI POSKUŠAL ZRINITI STANETA Z MINISTRSKEGA STOLČKA.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;1 6/8
20;20-17;Lj/Julijino Stanovanje/Jedilnica;DAN-INT.;ELA JE VSA IZ SEBE ZARADI OBISKA POLICIJE. MARK JO POTOLAŽI S POVABILOM  DA PRESPI PRI NJEM IN MII.;1 Mark,10 Julija,16 Ela;;Matej Zemljič,Sabina Kogovšek,Mei Rabič;2 2/8
20;20-18;Kemp/Restavracija;NOČ-INT.;FRENK PRIZNA HRVOJU  DA RAZMIŠLJA O LOČITVI.;14 Hrvoje,7 Frenk;;Alen Šalinović,Gaber Trseglav;1 6/8
20;20-19;Kemp/Ex Renatova Parcela/Pred Prikolico;NOČ-EXT;DINO BI ZAKLJUČIL USPEŠEN DAN Z LJUBLJENJEM. SAŠKA NI RAZPOLOŽENA  SAJ JO SKRBI ZA ZAKON NJENIH STARŠEV.;4 Dino,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Matino Antunović,Mila Peršin;1 5/8
20;20-20;Lj/Nadino Stanovanje/Dnevni Del;NOČ-INT.;LARA JE POTRTA  SAJ DRUŽENJE Z MARKOM IN MIO IZ NJE VLEČE NAJBOLJ BOLEČE SPOMINE. NADA JO TOLAŽI IN HRABRI.;2 Lara,13 Nada;;Gaja Filač,Aleksandra Balmazović;2 1/8
20;20-21;Lj/Markova Garsonjera/Kuhinja;NOČ-INT.;MIA JE SREČNA  DA IMA MARKA. ISKRENO VERJAME  DA STA USTVARJENA DRUG ZA DRUGEGA.;1 Mark,21 Mia,16 Ela;;Matej Zemljič,Zala Djurić,Mei Rabič;2 2/8
20;20-22;Lj/Steinerjeva Klinika/Pisarna;NOČ-INT.;JULIJA JE OSAMLJENA. POKLIČE BB-JA. BI PRIŠLA DO NJEGA  SAJ POTREBUJE TOLAŽEČ OBJEM.;10 Julija;;Sabina Kogovšek;0 3/8
20;20-23;Stockshot Nočne Ljubljane;NOČ-EXT;;;;;0 1/8
20;20-24;Lj/Edvardovo Stanovanje/Dnevna Soba;NOČ-INT.;OPERATIVEC PONOČI VDRE K EDVARDU  DA BI POISKAL STANETOV TELEFON.;250 Operativec;;Damjan M. Trbovc;0 3/8
20;20-25;Lj/Edvardovo Stanovanje/Kuhinja;NOČ-INT.;EDVARD SI JE PRIŠEL PO KOZAREC VODE  KO ZASLIŠI IZ DNEVNE SOBE ZVOKE.;3 Edvard;;Aleš Valič;0 2/8
20;20-26;Lj/Edvardovo Stanovanje/Dnevna Soba;NOČ-INT.;EDVARD PRESENETI OPERATIVCA  TA PA GA ZBIJE PO TLEH.;3 Edvard,250 Operativec;;Aleš Valič,Damjan M. Trbovc;0 3/8
21;21-01;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.; JULIJA SE ZJUTRAJ VRNE DOMOV IN ZAGLEDA NEKAJ SUMLJIVEGA.;10 Julija;;Sabina Kogovšek;0 3/8
21;21-02;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; JULIJA NA TLEH NAJDE NEPREMIČNEGA EDVARDA.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;0 4/8
21;21-03;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;POLICIJA SANJI VRNE STANETOV TELEFON  KAR PA SANJA ERIKI ZAMOLČI.;252 Erika,258 Sanja,329 Policist 1,330 Policist 2;;Bernarda Oman,Nina Rakovec,Igor Korošec,Andrej Zakrajšek;2 4/8
21;21-04;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; ZMAČKANI FRENK SE PRIDRUŽI ZMAČKANEMU HRVOJU PRI DELOVNI AKCIJI.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;2 3/8
21;21-05;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDI NAZADNJE LE PRIDE K ZAVESTI  ZA VLOM PA OBTOŽI BB-JA.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;2 3/8
21;21-06;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.; MIA DOBI VISOK RAČUN ZA ČIŠČENJE OBLEKE IN SKLENE  DA MORA STROŠKE ČIŠČENJA POKRITI NINA.;1 Mark,21 Mia,16 Ela;;Matej Zemljič,Zala Djurić,Mei Rabič;1 5/8
21;21-07;Kemp/Ob Ogradi;DAN-EXT.;FRENK IN HRVOJE STA SESTRADANA  ZATO HRVOJE ODIDE PO MALICO.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 4/8
21;21-08;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.; EDI ZA VLOM OBTOŽI BB-JA. JULIJA MU NE VERJAME IN JO PREDVSEM SKRBI  DA EDI PREVEČ PIJE. ;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;4 2/8
21;21-09;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.; SANJA NA OČETOVEM TELEFONU NAJDE NJEJ NAMENJENA STARA SPOROČILA.;161OFF Stane Off,258 Sanja;;Bojan Maroševič,Nina Rakovec;1
21;21-10;Lj/Pasaža/Lokal;DAN-INT.;" MIA ""ZALOTI"" NINO IN ŽANA MED POLJUBLJANJEM.";21 Mia,18 Nina,253 Žan,210 LOKAL STANDARD (4);LOKAL STANDARD (4);Zala Djurić,Melani Mekicar,Domen Novak;0 4/8
21;21-11;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.; HRVOJE SE MED DOSTAVO MALICE ZADRŽI PRI JANI.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;2 3/8
21;21-12;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.; BB PREPRIČA SANJO  DA MU PREDA STANETOV TELEFON.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;2 7/8
21;21-13;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.; JULIJI SE MUDI V SLUŽBO  A JO SKRBI ZA EDVARDA. ŽELI PRED ODHODOM ŠE ENKRAT PREVERITI  KAKO JE Z NJIM.;10 Julija;;Sabina Kogovšek;0 6/8
21;21-14;Lj/Edvardovo Stanovanje/Dnevna Soba;DAN-INT.;EDVARD SE KLJUB JULIJINEMU NASPROTOVANJU ODPRAVI V KEMP.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;2 2/8
21;21-15;Kemp/Ob Ogradi;DAN-EXT.;SESTRADANI FRENK ČAKA HRVOJA  NJEGA PA OD NIKODER.;7 Frenk,4 Dino,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Matino Antunović;1
21;21-16;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.; BB ERIKO POVABI  DA STANETU V ČAST ONA SLAVNOSTNO ODPRE KONGRES.;19 Bb,252 Erika,258 Sanja;;Valter Dragan,Bernarda Oman,Nina Rakovec;1 7/8
21;21-17;Lj/Vila/Vhodna Veža s Stopniščem;DAN-INT.; ZASKRBLJENA JULIJA SE ODLOČI  DA BO ONA PELJALA EDVARDA V KEMP.;3 Edvard,10 Julija;;Aleš Valič,Sabina Kogovšek;1 1/8
21;21-18;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MIA OKLEVA  ALI BI LARI POVEDALA  DA JO “ŽIGA” VARA Z NINO.;2 Lara,21 Mia,257 Dr. Mirt;;Gaja Filač,Zala Djurić,Žiga Udir;2 3/8
21;21-19;Kemp/Ob Ogradi;DAN-EXT.;SESTRADANI FRENK PROTESTNO PRENEHA Z DELOM.;7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav;0 4/8
21;21-20;Kemp/Janina Parcela/Pred Avtodomom;DAN-EXT.; HRVOJE JE OB JANI POVSEM POZABIL NA FRENKA IN MALICO. NATO SE LE SPOMNI NANJ IN PUSTI JANO SAMO.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;2 3/8
21;21-21;Lj/Steinerjeva Klinika/Shramba;DAN-INT.; MIA SKLENE  DA JE PAMETNEJE  DA SE NE VMEŠAVA IN DA LARI NE POVE ZA “ŽIGOVO” VARANJE.;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;2
21;21-22;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; FRENK SE DRŽI NA HRVOJA. HRVOJE PA IMA DOBER IZGOVOR  ZAKAJ ZAMUJA Z MALICO. PRIZNA FRENKU  DA SE JE ZALJUBIL V JANO.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;2 2/8
21;21-23;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; JULIJA PRIPELJE EDIJA V KEMP. REDEK TRENUTEK TOPLINE MED OČETOM IN HČERKO.;3 Edvard,10 Julija,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;1 7/8
21;21-24;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;" MARKOVA VEST JE PREMOČNA - ODLOČI SE  DA BO LARI POVEDAL ZA ""VARANJE"".";2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;1 3/8
21;21-25;Lj/Bb-Jeva Pisarna;DAN-INT.;BB NA STANETOVEM TELEFONU ODKRIJE ŠIFRO.;19 Bb;;Valter Dragan;0 4/8
21;21-26;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; EDVARD PREJME KLIC IZ BRUSLJA. DOBIL BO DVOJNIK STANETOVIH DOKUMENTOV.;3 Edvard,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič;0 5/8
22;22-01;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MARK POVE LARI  DA JO NJEN NOVI FANT VARA. ;2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;0 7/8
22;22-02;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; HRVOJU JE NERODNO  KER SE JE ODPRL FRENKU IN MU ZAUPAL SVOJA ČUSTVA DO JANE. SE IZGOVORI NA MAČKA. ;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 3/8
22;22-03;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; EDVARD JULIJI POVE ZA KLIC IZ BRUSLJA. ;3 Edvard,10 Julija,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;1 6/8
22;22-04;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.; MARK ŽELI LARO ZAŠČITITI PRED RAZOČARANJEM. LARO TO RAZJEZI. IZBRUHNE NA MARKA IN JEZNA ODIDE. ;2 Lara,1 Mark;;Gaja Filač,Matej Zemljič;1 5/8
22;22-05;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; JULIJA NE VERJAME ZGODBI Z DOKUMENTI. JE PREPRIČANA  DA JE EDVARD NASEDEL PREVARANTU. ;3 Edvard,10 Julija,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič,Sabina Kogovšek;2 7/8
22;22-06;Lj/Bb-Jeva Pisarna;DAN-INT.; BB UGOTOVI  DA ŠIFRA NE DELUJE. PEČNIK PA IZVE  DA IMA BB STANETOV TELEFON - IN KODO! ;19 Bb,15 Pečnik;;Valter Dragan,Matija Rupel;1 6/8
22;22-07;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.; FRENK NAGOVARJA EDIJA  DA SKUPAJ POMAGATA HRVOJU OSVOJITI JANO. EDIJA BOLI GLAVA  POTREBUJE POČITEK. ;3 Edvard,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič,Gaber Trseglav;2 6/8
22;22-08;Lj/Bb-Jeva Pisarna;DAN-INT.; PEČNIK POSKUŠA Z ZVIJAČO PREPRIČATI BB-JA  DA MU DA ŠIFRO  A MU NE USPE. NATO MORA POBEGNITI  DA GA NE BI VIDELA ERIKA.;19 Bb,15 Pečnik,39OFF Tajnica Off;;Valter Dragan,Matija Rupel,Vesna Ponorac;1 6/8
22;22-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;MARK PRIZNA MII  DA MU JE BILO DRUŽENJE Z LARO MUČNO. UPA  DA LARE NE BO NAZAJ NA KLINIKO.;1 Mark,21 Mia;;Matej Zemljič,Zala Djurić;1 6/8
22;22-10;Lj/Pasaža/Lokal;DAN-INT.; LARA KLJUB JEZI NA MARKA NE BO PUSTILA DELA NA KLINIKI.  ;2 Lara,18 Nina,223 LOKAL A 4x 1.3.;LOKAL A 4x 1.3.;Gaja Filač,Melani Mekicar;1
22;22-11;Kemp/Ob Ogradi;DAN-EXT.;FRENK PRIDE POMAGAT HRVOJU. HRVOJE NE ŽELI GOVORITI O SVOJIH LJUBEZENSKIH TEŽAVAH.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 1/8
22;22-12;Lj/Pečnikova Pisarna;DAN-INT.; PEČNIK RAZMIŠLJA  KAKO NAJ PRIDE DO STANETOVEGA TELEFONA IN ŠIFRE. ;15 Pečnik,39OFF Tajnica Off;;Matija Rupel,Vesna Ponorac;0 6/8
22;22-13;Lj/Pasaža/Lokal;DAN-INT.; LARA POVE NINI  DA JO JE MODEL IZ KLUBA POVABIL NA ZMENEK. ;2 Lara,18 Nina,223 LOKAL A 4x 1.3.;LOKAL A 4x 1.3.;Gaja Filač,Melani Mekicar;1 6/8
22;22-14;Kemp/Ob Ogradi;DAN-EXT.;JANA PRINESE HRVOJU V ZAHVALO PECIVO. FRENKU SE VSE BOLJ SMILI NESREČNO ZALJUBLJENI PRIJATELJ.;14 Hrvoje,12 Jana,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Gaber Trseglav;2 6/8
22;22-15;Lj/Pečnikova Pisarna;DAN-INT.; PEČNIK IZVE  DA BB KONČNO ODHAJA IZ PISARNE. ;15 Pečnik,39OFF Tajnica Off;;Matija Rupel,Vesna Ponorac;0 5/8
22;22-16;Kemp/Restavracija;DAN-INT.; FRENK BO POMAGAL HRVOJU OSVOJITI JANO. ;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 1/8
22;22-17;Lj/Bb-Jeva Pisarna;DAN-INT.; PEČNIKU SE SPET NE POSREČI PRITI DO ŠIFRE. BB GA PRESENETI ŠE Z ENO NEPRIJETNO NOVICO. ;19 Bb,15 Pečnik;;Valter Dragan,Matija Rupel;2 2/8
22;22-18;Lj/Nadino Stanovanje/Dnevni Del;DAN-INT.; LARA SE PRIPRAVLJA NA ZMENEK  KO JO PRESENETI MIA. MIA JE SOČUTNA DO LARE.  ;2 Lara,21 Mia,13 Nada;;Gaja Filač,Zala Djurić,Aleksandra Balmazović;2 3/8
22;22-19;Lj/Bistro Lotus;DAN-INT.; JULIJA POVE BB-JU ZA VLOM IN EDIJEVE TEORIJE ZAROTE. ;10 Julija,19 Bb,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Valter Dragan,Ksenija Žunić;1 6/8
22;22-20;Lj/Nadino Stanovanje/Kopalnica;DAN-INT.; MIA PRESENEČENA UGOTOVI  DA IMA LARA ZMENEK - Z NOVIM FANTOM! LARO PA VID PRESENETI S TEM  DA JO PELJE SKEJTAT.;2 Lara,21 Mia,255 Vid;;Gaja Filač,Zala Djurić,Gašper Lovrec;2 1/8
22;22-21;Kemp/Restavracija;DAN-INT.; FANTA PIJETA IN KUJETA OSVAJALSKI PLAN. FRENK PREDLAGA HRVOJU  DA OSVOJI JANO S PODOKNICO. ;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;3
22;22-22;Lj/Bistro Lotus;DAN-INT.;JULIJA NEHOTE IZDA BB-JU  DA EDI PRIČAKUJE DOKUMENTE IZ BRUSLJA.;10 Julija,19 Bb,411 Natakarica,302 STATISTI LOTUS C 6x 10.4.;STATISTI LOTUS C 6x 10.4.;Sabina Kogovšek,Valter Dragan,Ksenija Žunić;1 4/8
22;22-23;Kemp/Janina Parcela/Avtodom;NOČ-INT.;JANA TELEFONIRA S ČRTOM.POČUTI SE OSAMLJENO. PARALELNA SCENA: V DOBRO VOLJO JO SPRAVI HRVOJEVA PODOKNICA.;12 Jana,14OFF Hrvoje Off,194OFF Črt Off,206 KEMP STANDARD (7);KEMP STANDARD (7);Tanja Potočnik,Alen Šalinović,Aljaž Tepina;1
22;22-24;Kemp/Janina Parcela/Pred Avtodomom;NOČ-EXT.;paralelna scena:  HRVOJE POJE JANI PODOKNICO  FRENK DIRIGIRA.;14 Hrvoje,12 Jana,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik,Gaber Trseglav;1 5/8
22;22-24A;Kemp/Janina Parcela/Avtodom;NOČ-INT.;JANA SE RAZNEŽI  JI GRE OB POGLEDU NA HROJA MALO NA SMEH;12 Jana,14OFF Hrvoje Off,206 KEMP STANDARD (7);KEMP STANDARD (7);Tanja Potočnik,Alen Šalinović;0 2/8
22;22-25;Lj/Nadino Stanovanje/Vhodna Veža;NOČ-INT.; LARIN IN VIDOV PRVI ZMENEK SE KONČA S POLJUBOM. IN POVABILOM V POSTELJO. ;2 Lara,255 Vid;;Gaja Filač,Gašper Lovrec;2 1/8
22;22-26;Lj/Dolenčevo Stanovanje/Dnevna Soba;NOČ-INT.;BB ANGAŽIRA SANJO  DA BO DELALA ZANJ PROTI EDVARDU.;19 Bb,258 Sanja;;Valter Dragan,Nina Rakovec;1 5/8
23;23-01;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;LARA VIDU POSTAVI JASNE MEJE - TA EN ZMENEK ŠE NE POMENI  DA STA PAR.;2 Lara,255 Vid;;Gaja Filač,Gašper Lovrec;1 6/8
23;23-02;Kemp/Pot Čez Kemp;DAN-EXT.;HRVOJU SE ZARADI SINOČNJE PODOKNICE POSMEHUJEJO MIMOIDOČI KEMPISTI.;14 Hrvoje,331 Mlajši Moški 1,332 Mlajši Moški 2,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović;1 2/8
23;23-03;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;FRENK JE PREVEČ ZMAČKAN  DA BI POSKRBEL ZA SVOJ ZAJTRK. SAŠKA MU BO POMAGALA.;7 Frenk,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;1 5/8
23;23-04;Lj/Bb-Jeva Pisarna;DAN-INT.;BB IZVE  DA PEČNIK NE IZPOLNJUJE NJEGOVIH NAVODIL - NI ŠEL OSEBNO ISKAT GOSPE ERIKE JAMNIK.;19 Bb,39 Tajnica;;Valter Dragan,Vesna Ponorac;2
23;23-05;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;VID PRESENETI LARO S SVOJO REAKCIJO - TUDI NJEMU NI DO RESNE ZVEZE.;2 Lara,255 Vid;;Gaja Filač,Gašper Lovrec;2
23;23-06;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;ERIKA UGOTOVI  DA IMA SANJA OČITNO DRUGAČNE NAČRTE  KOT JE UDELEŽITEV KONGRESA.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;3
23;23-07;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;SAŠKA NI ZADOVOLJNA S FRENKOVIM PUBERTETNIŠKIM VEDENJEM. GA OPOMNI  NAJ SE RAJE KOT Z DRUGIMI UKVARJA S SVOJIM ZAKONOM.;7 Frenk,5 Saška,206 KEMP STANDARD (7);KEMP STANDARD (7);Gaber Trseglav,Mila Peršin;2 4/8
23;23-08;Lj/Pečnikova Pisarna;DAN-INT.;PEČNIK OD BB-JA DOBI LEKCIJO - NAJ NE DELA PO SVOJE IN NAJ IZPOLNI  KAR MU JE NAROČENO. OSEBNO MORA POBRAT ERIKO.;19 Bb,15 Pečnik;;Valter Dragan,Matija Rupel;1 1/8
23;23-09;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;LARA IN VID SE ZMENITA ZA OGLED PREDSTAVE V GLEDALIŠČU.;2 Lara,1 Mark,21 Mia,255 Vid;;Gaja Filač,Matej Zemljič,Zala Djurić,Gašper Lovrec;2
23;23-10;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;SANJA POVE ERIKI  DA SE ODPRAVLJA NA MORJE. ERIKA JE PRIZADETA  KER SANJA NE BO STALA MATERI OB STRANI.;252 Erika,258 Sanja;;Bernarda Oman,Nina Rakovec;1 7/8
23;23-11;Kemp/Sanitarije/Pred Sanitarijami;DAN-EXT.;HRVOJU JE NERODNO  ZATO SE IZOGIBA JANE.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;0 3/8
23;23-12;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;LARA UGOTOVI  DA IMA NA RAČUNU PREMALO DENARJA ZA NAKUP VSTOPNIC ZA TEATER. MIA JI POSODI SVOJO KARTICO.;2 Lara,21 Mia;;Gaja Filač,Zala Djurić;1 7/8
23;23-13;Lj/Dolenčevo Stanovanje/Dnevna Soba;DAN-INT.;PEČNIK SE BOJI  DA BI GA ERIKA PREPOZNALA  A JO ODNESE BREZ ZAPLETOV... DOKLER SE NE POJAVI SANJA.;15 Pečnik,252 Erika,258 Sanja;;Matija Rupel,Bernarda Oman,Nina Rakovec;2 2/8
23;23-14;Kemp/Sanitarije/Pred Sanitarijami;DAN-EXT.;HRVOJE JE OSRAMOČEN ZARADI PODOKNICE  KRIVI FRENKA.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 6/8
23;23-15;Lj/Steinerjeva Klinika/Sprejemnica;DAN-INT.;LARA IN MIA SE ZAKLEPETATA... MIA POZABI SVOJO KARTICO.;2 Lara,21 Mia,322 Sestra;;Gaja Filač,Zala Djurić,Saša Majnarič;1 6/8
23;23-16;Kemp/Bar Na Plaži;DAN-EXT.;SANJA IŠČE OČETOVO PARCELO. DINO SE PONUDI  DA JO BO OSEBNO POSPREMIL DO STANETOVE PRIKOLICE.;4 Dino,5 Saška,258 Sanja,206 KEMP STANDARD (7),241 PAR - STAREJŠI GOSPOD IN GOSPA;KEMP STANDARD (7),PAR - STAREJŠI GOSPOD IN GOSPA;Matino Antunović,Mila Peršin,Nina Rakovec;1 4/8
23;23-17;Kemp/Pred recepcijo;DAN-EXT.;HRVOJE SE PONOVNO SKUŠA SKRITI PRED JANO  A JE TOKRAT NEUSPEŠEN.;14 Hrvoje,12 Jana,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Tanja Potočnik;0 2/8
23;23-18;Kemp/Recepcija;DAN-INT.;HRVOJE SE OSRAMOČEN OPRAVIČUJE ZA SINOČNJE PIJANSKO PREPEVANJE.;14 Hrvoje,12 Jana;;Alen Šalinović,Tanja Potočnik;0 7/8
23;23-19;Kemp/Stanetova Parcela;DAN-EXT.;DINO PRIPELJE SANJO DO STANETOVE PARCELE. PRESENEČEN UGOTOVI  DA GA BOLJ KOT ON ZANIMA EDVARD.;3 Edvard,4 Dino,258 Sanja,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič,Matino Antunović,Nina Rakovec;1 7/8
23;23-20;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;MIA OPRAVLJA LARO  KAR JE MARKU ODVEČ. MARK BI SAMO RAD PREŽIVEL MIREN ROMANTIČEN VEČER Z MIO  KO JU ZMOTI JULIJA.;1 Mark,21 Mia,10 Julija;;Matej Zemljič,Zala Djurić,Sabina Kogovšek;2 4/8
23;23-21;Kemp/Recepcija;DAN-INT.;JANA PRESENETI HRVOJA - NJEGOVA PODOKNICA GA JE PARV PRIJETNO NASMEJALA. JANA MU IZROČI DARILCE.;14 Hrvoje,12 Jana;;Alen Šalinović,Tanja Potočnik;1 2/8
23;23-22;Lj/Markova Garsonjera/Dnevni Del;DAN-INT.;JULIJA PREDA MII IN MARKU URADNO VABILO NA SLAVNOSTNI BANKET OB OTVORITVI KONGRESA. MIA OBLJUBI  DA BO PRIPELJALA MARKA.;1 Mark,21 Mia,10 Julija;;Matej Zemljič,Zala Djurić,Sabina Kogovšek;2 3/8
23;23-23;Lj/Pasaža/Lokal;DAN-INT.;ŽAN VABI NINO NA BANKET  A NINA NOČE Z NJIM.;18 Nina,253 Žan,223 LOKAL A 4x 1.3.;LOKAL A 4x 1.3.;Melani Mekicar,Domen Novak;2 1/8
23;23-24;Kemp/Edvardova parcela/Pred prikolico;DAN-EXT.;SANJA IGRA VLOGO ŽALUJOČE HČERKE. EDI JE GANJEN  ZATO SE PONUDI  DA BO ZANJO DOKONČAL STANETOVO PARCELO.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič,Nina Rakovec;2
23;23-25;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.;HRVOJE SE OPRAVIČI FRENKU - PODOKNICA JE OČITNO DELOVALA. NADALJEVALA BOSTA Z OSVAJALSKO MISIJO!;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;1 2/8
24;24-01;Kemp/Stanetova Parcela/Pred Prikolico;DAN-EXT.; SANJA SPREJME EDVARDOVO PONUDBO  DA JI UREDI PARCELO. EDI PA SANJI POVE  DA ČAKA POMEMBEN KLIC.;3 Edvard,258 Sanja,206 KEMP STANDARD (7);KEMP STANDARD (7);Aleš Valič,Nina Rakovec;1 2/8
24;24-02;Kemp/Kovačeva Parcela/Pred Prikolico;DAN-EXT.; HRVOJE IN FRENK NAČRTUJETA NOVE OSVAJALSKE TEHNIKE. HRVOJE SI ŽELI  DA BI JANA SPREGLEDALA  DA JE ON PRAVI MOŠKI ZANJO.;14 Hrvoje,7 Frenk,206 KEMP STANDARD (7);KEMP STANDARD (7);Alen Šalinović,Gaber Trseglav;2
